,Price,SquareFootage,NumBathrooms,BackyardSpace,CrimeRate,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,PreviousSalePrice
326,158586.5965,550.0,2,182.65,19.69,113.37,37.74,99.9,0.78,198064.7471
327,349936.8147,732.74,3,766.49,5.11,23.57,2.02,97.68,0.23,506209.4983
328,350479.6175,1169.45,1,463.43,21.98,17.96,13.3,94.31,2.0,298266.2739
329,449710.6488,1979.9,2,387.54,3.75,16.12,11.07,96.33,1.72,403689.0833
330,232895.9821,1235.16,2,659.72,38.95,43.09,16.96,93.94,1.4,255617.4088
331,161259.969,550.0,2,185.82,33.44,43.79,13.87,92.55,0.75,153475.7132
332,385714.3105,1287.61,3,1054.2,51.53,50.01,10.76,95.26,1.01,479809.0114
333,189599.5983,931.48,3,441.0,23.97,41.32,23.8,95.42,1.96,149196.1255
334,691793.7395,1384.52,3,718.69,59.12,20.41,0.06,93.79,1.42,523950.3209
335,253572.0031,1247.24,2,508.51,60.16,37.74,11.43,84.92,1.11,309543.9053
336,234312.0381,1508.28,1,323.23,32.39,78.59,26.43,88.92,1.49,180885.3671
337,454510.2017,974.21,4,712.49,53.26,48.43,16.98,87.61,2.01,577650.6625
338,668647.8979,1714.27,4,389.17,21.66,87.97,17.04,84.3,1.53,548642.6743
339,422218.6244,990.36,2,270.8,19.87,38.09,2.07,99.13,1.48,307249.2654
340,285884.5054,966.84,3,90.6,13.61,34.79,27.92,86.4,1.94,298779.5391
341,558091.1803,1117.64,3,1111.76,21.99,41.77,6.9,96.98,1.93,519662.9576
342,123607.752,550.0,1,476.85,52.05,25.66,30.69,89.3,0.8,25490.11079
343,108831.3591,1229.67,1,165.76,57.5,83.46,16.44,88.68,2.16,31154.69136
344,199859.2865,1210.02,1,414.33,53.52,61.29,22.32,90.66,1.36,182303.087
345,273656.1229,1453.22,2,176.69,50.55,27.35,1.98,96.81,0.89,656474.9021
346,373244.7733,1640.53,2,762.09,38.79,30.19,8.29,96.06,1.32,432010.9338
347,373283.2345,1871.3,3,449.26,45.89,14.39,0.82,85.65,1.9,700512.6825
348,166979.9417,1074.05,1,599.49,36.09,13.87,31.21,96.0,1.46,159334.9473
349,280856.0706,897.32,2,248.28,32.13,53.95,23.25,96.28,2.03,150251.6261
350,649626.5373,1634.97,3,873.35,53.4,15.26,19.77,91.36,1.96,428472.8809
351,271564.8979,714.31,1,380.52,32.9,73.3,28.85,92.22,1.7,381483.2368
352,418571.6063,1594.84,3,714.72,51.53,29.47,1.15,92.22,0.42,482614.7525
354,337437.9892,550.0,1,785.92,24.7,106.56,17.31,95.04,1.3,174758.0563
355,529431.1245,1217.68,4,407.63,34.18,100.17,1.38,99.9,1.52,612626.2821
356,208981.4525,1401.71,1,497.84,69.09,49.18,3.12,95.93,0.77,177365.2405
357,562160.7089,645.66,2,432.17,2.05,86.32,2.1,95.06,0.7,487361.7384
358,176540.0897,591.05,2,609.33,24.52,58.93,34.44,98.53,1.26,73689.14401
359,209554.4884,550.0,2,121.95,45.67,7.5,14.48,91.19,2.16,117750.0781
360,120464.7704,550.0,1,42.64,18.48,30.24,33.36,99.9,1.92,39320.77936
361,315392.5697,1261.2,1,689.67,22.1,84.25,23.04,98.0,0.95,332648.0657
362,516493.2791,1318.48,4,729.79,18.15,93.88,17.27,97.85,1.26,476565.634
363,386853.4093,594.82,3,30.06,16.17,17.64,4.12,98.66,1.38,319495.2808
364,486979.2979,1510.55,3,145.97,40.03,10.94,6.26,94.82,1.23,460759.3303
365,523759.2625,1346.45,3,512.67,30.96,1.58,29.52,89.67,1.4,545052.0702
366,746628.1996,1849.91,3,778.43,11.23,18.19,12.1,99.9,2.02,788161.5212
367,354353.6387,897.24,3,981.44,45.12,7.01,0.44,84.97,1.97,336168.0142
368,191978.5615,550.0,3,727.82,36.87,25.26,13.54,95.83,1.66,211106.8653
369,369969.2973,877.95,3,1109.06,17.89,9.58,17.3,95.34,1.68,339933.2549
370,469333.7639,1465.35,3,588.34,48.88,49.88,19.22,94.82,1.73,453131.6806
371,475423.0378,1421.07,1,242.62,38.02,61.0,15.38,99.9,1.74,371321.2106
372,367193.2871,1247.5,2,67.11,47.06,20.83,17.17,99.9,1.77,314617.4969
373,431806.1057,1036.74,3,281.27,36.4,9.12,10.75,96.11,1.35,481539.8968
374,355199.2606,1153.92,2,669.68,14.18,3.59,5.8,94.9,1.03,203923.5004
375,245087.8371,1010.8,2,489.74,5.04,69.94,18.03,90.33,1.9,202999.5634
376,204063.8821,1487.76,1,840.15,46.09,47.69,35.19,95.28,2.09,134622.002
377,356969.6722,1642.29,4,345.19,11.9,43.69,0.2,99.9,0.72,471848.9382
378,111416.3788,550.0,1,468.94,42.26,64.59,7.84,97.21,1.79,16326.71986
379,171613.4246,896.7,1,314.71,66.78,105.47,25.25,93.21,0.93,58395.27037
380,238850.653,851.29,1,522.92,9.66,3.66,34.27,96.71,0.53,373704.2354
381,508240.4454,1506.08,2,705.39,39.94,8.5,1.87,96.7,0.66,549578.3839
382,343701.8081,1147.95,1,190.36,1.1,44.35,3.07,99.9,1.43,317214.4615
383,468387.3522,969.93,3,1056.2,10.58,6.45,12.24,97.84,2.21,446218.8391
384,379621.3228,788.8,4,327.3,62.7,94.8,2.36,90.48,1.7,281179.0702
385,207873.7325,1055.81,1,39.81,6.77,2.64,11.78,86.57,0.8,99288.96054
386,329601.4479,1689.85,4,194.47,38.78,83.27,5.49,99.49,1.11,596846.9444
387,152297.6017,700.9,1,840.32,0.29,92.84,8.42,87.5,1.77,69497.04211
388,332770.3718,743.83,3,926.96,22.8,91.53,12.23,87.08,2.21,265211.8096
389,620485.497,1093.37,4,640.98,51.03,44.31,17.41,99.9,1.23,482829.9785
390,261715.0866,837.06,1,408.7,36.24,32.17,25.34,92.87,1.49,295294.0933
391,132210.7474,1148.42,1,411.71,7.21,25.25,15.32,96.28,1.6,35075.44666
392,365843.4516,1499.48,5,239.94,49.71,8.75,37.11,83.89,1.96,531410.1672
393,407233.324,550.0,4,671.69,30.57,64.78,33.19,86.72,2.27,433102.013
394,440441.4913,955.82,2,602.47,60.62,41.71,32.53,87.27,0.73,315803.6908
395,230880.5805,1188.27,1,520.48,13.98,68.48,14.23,97.75,0.92,216122.1748
396,305843.0619,740.4,2,553.4,12.65,59.87,15.54,99.9,1.61,311765.2278
397,326576.8023,1541.96,1,833.53,8.55,50.92,1.51,99.9,1.39,289551.7302
398,434766.9091,2082.88,1,49.18,39.72,56.25,0.95,92.73,0.81,613405.3753
399,113167.6128,550.0,1,353.03,8.28,16.8,43.13,86.5,1.26,22934.59654
400,255647.7753,1662.92,2,268.64,53.94,35.25,30.19,93.78,1.68,128557.5093
401,249095.1846,1102.15,1,154.99,56.57,50.98,0.96,93.07,1.92,167593.7069
402,227591.673,998.15,2,583.62,23.69,34.62,10.82,93.42,1.4,222371.8723
403,210450.8806,550.0,2,490.96,42.41,1.79,14.94,99.9,2.01,176342.4353
404,144597.4335,550.0,1,859.24,34.43,22.53,10.72,98.48,2.15,56654.96002
405,384097.6603,783.23,3,538.66,26.05,108.61,34.64,91.01,2.2,319815.8342
406,346591.1288,2187.19,2,222.5,17.14,49.71,5.11,94.0,1.38,269822.1989
407,305549.9909,1280.31,2,621.16,40.7,62.37,12.51,86.71,1.89,301955.4124
408,412373.3986,1278.96,4,788.81,36.19,26.61,27.82,94.88,1.47,340637.255
409,164222.1711,550.0,2,403.71,30.92,38.74,23.72,96.3,2.65,92308.39207
410,572622.5536,1250.32,2,673.64,35.24,19.87,35.45,94.33,1.68,641270.4571
411,722574.6253,1216.33,4,298.63,11.06,10.06,13.57,99.9,1.36,814878.8795
412,194022.0792,692.76,2,360.81,17.65,53.76,27.9,95.75,1.85,139281.738
413,431823.3071,2120.93,3,868.57,22.37,23.94,1.45,95.96,1.61,349876.264
414,443320.3326,1450.22,2,167.31,39.09,1.43,10.77,94.4,1.31,416782.6669
415,172227.7567,984.42,1,418.85,37.17,32.14,26.94,84.25,2.33,86042.28003
416,233789.3427,550.0,2,470.97,46.95,63.28,16.99,91.65,1.77,144424.8466
417,133985.6069,661.76,1,316.68,24.52,26.37,7.78,83.84,2.32,98161.34715
418,495148.1821,812.15,4,599.29,16.87,29.67,14.0,88.33,2.44,382256.9195
419,108074.4061,613.32,1,895.23,61.27,8.04,27.62,92.6,0.69,24227.41436
420,291765.9698,1713.06,2,490.96,33.38,78.31,30.18,97.93,1.92,429202.1851
421,155755.9859,550.0,2,541.91,39.57,67.49,17.34,96.69,1.83,108507.9332
422,528127.8507,1420.25,3,513.57,21.61,60.63,1.13,93.24,0.04,595325.8107
423,310011.5463,830.53,1,551.53,39.68,96.53,25.0,99.2,1.29,226639.1185
424,110019.2136,550.0,1,919.28,22.0,66.76,43.5,99.9,1.93,23320.56446
425,525813.4096,1115.24,5,852.38,20.23,29.12,16.19,99.25,1.24,366826.1634
426,224359.4159,1014.03,2,396.61,47.7,73.66,9.11,95.51,1.9,213219.0172
427,321142.0997,1625.2,1,30.27,13.9,36.28,5.04,89.2,0.6,361811.0767
428,257834.9712,550.0,3,753.8,14.54,29.12,24.19,92.17,2.25,202098.7724
429,313484.1485,822.24,1,967.04,51.71,66.18,17.17,96.51,1.6,266763.5432
430,545576.5566,980.09,3,849.4,27.13,51.49,40.97,91.91,2.13,367215.5415
431,196765.808,996.16,2,368.3,35.72,27.83,12.22,87.55,2.04,219650.7324
432,174931.3019,977.85,2,1071.73,39.1,101.54,8.43,94.81,1.28,90016.09141
433,380247.8732,1841.69,2,631.45,22.37,76.23,9.63,92.85,2.02,297249.7169
434,596871.5103,2186.62,2,741.75,25.63,11.33,20.19,98.01,1.15,421793.7201
435,314277.9998,550.0,1,32.17,39.35,90.33,33.18,92.63,0.93,336878.1752
436,160221.4031,793.3,1,648.22,16.36,47.64,11.15,96.1,1.18,118936.4125
437,113282.0931,1522.56,1,39.91,42.98,105.14,36.59,97.3,2.25,41028.31104
438,384459.5762,1493.52,2,376.53,16.21,45.43,3.14,97.7,1.1,307262.997
439,185133.6985,550.0,2,418.02,20.34,69.13,38.42,87.03,1.63,121903.222
440,542380.0601,1619.61,3,525.23,34.42,13.99,36.61,98.96,0.51,423700.4188
441,217357.924,654.97,2,460.78,1.87,67.19,21.87,94.12,2.23,241564.8819
442,265916.5792,1608.13,1,751.05,33.09,37.3,7.78,97.45,1.22,281459.367
443,310063.45,864.89,1,161.5,52.18,70.94,30.05,97.78,2.28,175069.4507
444,538399.5854,1396.88,2,676.08,4.72,34.15,26.21,94.61,2.06,496848.4367
445,149941.6077,731.76,2,253.21,21.06,22.77,31.53,99.9,0.87,60591.92346
446,389246.5963,1096.37,3,515.33,75.94,8.97,6.01,87.0,1.12,532327.9057
447,356002.4758,2173.85,4,357.43,9.22,37.44,18.03,91.07,0.93,664660.817
448,147724.0952,742.07,1,865.78,43.01,61.23,50.05,96.97,1.62,26011.84819
449,576780.8894,1423.76,1,356.87,33.88,28.06,20.74,92.77,1.43,367131.3661
450,342049.4357,606.37,3,545.39,42.28,27.27,11.33,88.85,2.11,206571.0834
451,748256.0279,1842.17,3,630.94,56.05,19.25,13.22,94.19,1.6,507697.8447
452,480345.5749,1361.71,2,316.54,1.4,6.09,10.87,97.02,0.77,411238.1649
453,573920.1164,1920.34,1,972.2,35.77,21.24,15.79,98.4,1.77,381845.5453
454,338905.9794,1252.56,3,239.71,25.03,22.39,2.31,95.09,2.18,307791.9793
455,433254.7866,983.44,3,230.94,24.73,90.16,20.58,96.02,1.09,340219.0907
456,135635.1167,896.7,2,751.63,64.82,56.09,12.83,95.33,1.37,64620.1328
457,560068.1806,1337.26,3,159.82,20.92,44.41,1.65,97.15,1.96,594566.9352
458,123575.9347,550.0,2,684.01,51.3,11.03,15.76,94.46,1.43,50967.66452
459,706274.9596,2105.87,4,25.33,46.44,79.01,25.17,98.58,1.22,608569.5517
460,269142.4041,959.84,4,398.1,2.65,95.46,2.47,99.9,1.88,259838.7877
461,554555.2712,821.43,4,800.0,21.32,35.88,1.93,91.06,1.68,370102.5654
462,268522.6089,913.27,2,41.47,37.97,81.2,10.7,98.1,1.48,379674.6453
463,342470.7477,1267.8,1,892.99,13.36,12.69,25.54,96.55,1.66,307255.37
464,208764.2546,1173.31,3,245.29,76.09,18.36,9.02,95.85,1.39,86105.24861
465,218284.2311,1243.17,2,565.05,17.25,34.94,15.37,93.02,1.51,73250.96852
466,93963.58358,550.0,2,680.53,21.93,85.3,5.24,93.11,0.99,14620.32686
467,320569.0269,1124.19,2,439.41,14.72,54.96,23.52,97.86,2.15,169936.0022
468,331474.4211,550.0,2,696.52,62.44,22.06,22.58,83.63,1.68,170616.1755
469,184100.4687,628.32,2,273.04,3.83,103.47,31.04,94.78,2.07,115462.1155
470,196541.7694,1636.48,1,284.29,62.06,8.38,7.52,95.02,1.24,242071.7353
471,161052.3668,550.0,1,397.94,10.59,19.21,20.16,99.9,1.62,93816.42059
472,245663.369,688.57,2,711.6,5.13,91.73,5.44,90.46,1.76,178439.7421
473,446114.0807,890.0,2,235.71,64.25,26.18,6.05,92.34,0.16,626800.4435
474,321849.8444,683.28,2,683.59,40.6,20.2,4.09,98.43,1.66,270057.6033
475,644478.1921,2203.77,3,537.82,17.2,76.93,30.1,90.96,1.23,561083.7763
476,477320.8515,800.24,4,538.07,27.28,47.79,7.99,96.01,2.2,439960.143
477,189162.786,550.0,2,1188.94,39.14,28.98,3.71,94.29,1.4,194443.9266
478,317819.7604,550.0,2,424.28,63.65,53.06,18.97,94.15,2.55,317161.4902
479,350380.8319,1082.65,3,792.37,61.83,21.04,1.78,95.36,1.77,257512.2087
480,340315.5408,1500.9,3,558.21,22.19,11.49,15.37,91.7,1.39,496568.7424
481,270705.4256,550.0,1,449.25,22.78,7.31,17.24,88.99,1.57,216504.7266
482,252095.495,932.47,1,48.82,38.88,35.65,39.16,92.36,1.15,339470.2015
483,258216.0685,788.01,1,82.89,31.81,6.21,7.54,96.0,2.1,213574.6915
484,414412.5618,883.15,1,96.79,6.41,14.19,7.22,94.55,0.67,300867.4928
486,208066.991,550.0,1,863.66,58.14,30.08,4.38,88.21,1.27,106239.4386
487,173180.6965,722.64,2,579.73,43.58,42.9,14.8,97.78,1.71,129298.8024
488,191026.5823,710.7,1,786.11,8.59,91.95,10.39,92.71,1.83,173729.0987
489,509765.5037,808.35,3,835.73,45.25,43.08,22.99,99.9,0.92,345420.5974
490,197747.4995,724.79,1,912.79,34.78,24.88,1.42,94.89,1.85,90658.60804
491,199614.6079,559.86,3,216.52,26.86,105.43,26.73,89.37,0.53,218166.8716
492,427689.9658,1856.98,3,175.51,33.9,14.21,26.06,93.76,2.17,541825.7226
493,157667.7423,896.07,2,221.12,43.53,67.63,0.67,86.82,2.4,100840.0405
494,339797.2043,1181.53,4,550.01,69.19,71.42,37.44,89.9,1.13,416683.9676
495,316604.0103,1336.16,2,398.12,49.95,78.26,29.79,93.74,0.97,186866.9714
496,267934.4178,730.57,2,144.83,38.1,67.26,0.68,83.03,2.31,172317.0729
497,530438.3597,1044.63,2,522.58,5.25,24.99,12.63,97.91,1.95,531943.6824
498,138522.2516,550.0,1,855.73,41.36,39.47,16.19,99.66,0.03,51355.09586
499,118339.1469,1336.58,1,938.65,48.3,75.04,5.11,96.15,2.19,21625.84674
500,208793.7303,666.15,2,831.59,15.22,69.85,22.32,94.52,1.64,87185.42451
501,358909.4737,1520.86,1,464.08,3.37,58.45,13.44,90.59,1.92,530903.3731
502,586225.2075,1531.42,3,1096.88,10.39,43.79,29.43,87.34,0.86,576344.4814
503,407629.4936,785.82,1,601.04,29.56,41.15,20.99,93.84,0.78,513921.2367
504,336680.2021,1352.5,1,379.43,27.5,44.47,15.01,90.16,0.87,773911.3778
505,464796.0271,796.19,3,1088.34,53.34,37.92,11.24,91.83,1.54,511531.9376
506,150688.617,717.8,1,524.78,33.84,78.09,20.54,93.32,1.53,59680.49372
507,469779.5525,692.32,2,292.98,16.44,39.56,19.89,90.68,0.94,401574.0024
508,139008.7115,885.02,1,382.34,5.84,45.25,27.63,92.2,1.51,80664.36876
509,156967.4791,1107.8,1,230.53,24.96,76.35,26.52,91.75,1.28,182958.9357
510,441105.0733,2167.29,1,119.79,11.64,11.65,18.75,93.84,1.2,380746.0172
511,399559.1881,859.96,3,133.08,51.88,63.9,7.19,99.9,2.21,230056.3439
512,99931.23778,550.0,1,568.72,69.23,86.15,25.78,99.54,1.46,-6084.476378
513,162023.5571,550.0,1,436.97,26.02,88.33,12.8,98.78,1.46,61670.3211
514,354907.8477,1406.63,1,68.52,34.58,33.31,4.0,89.65,0.94,425481.1935
515,413163.3197,1075.91,3,27.67,21.66,47.1,30.38,96.9,1.2,362237.0044
516,209459.8706,818.4,1,740.32,1.36,53.03,21.14,88.53,1.5,142382.5948
517,188420.495,638.75,1,416.38,4.71,9.18,4.01,97.39,0.08,107653.5454
518,275672.8901,1335.43,3,784.03,36.0,8.56,1.49,87.82,1.54,332704.1606
519,167114.0659,1210.49,1,248.46,19.59,60.74,11.11,99.42,0.64,73838.11143
520,358905.9131,976.75,2,768.59,19.68,24.61,29.75,99.9,2.02,363396.1268
521,335423.1111,811.92,2,19.64,21.89,44.8,25.54,95.51,1.21,224560.2154
522,264706.2813,949.31,1,221.81,27.26,16.8,22.9,92.95,1.4,172412.6046
523,267734.1461,1461.11,2,561.27,26.19,88.1,32.43,95.52,1.15,325260.9035
524,198410.1318,635.65,3,890.22,47.46,81.48,1.87,91.44,1.45,186667.0285
525,497093.5765,817.6,4,451.7,1.17,22.64,10.34,90.06,0.57,833094.5411
526,226378.703,1725.96,2,271.42,33.85,40.13,28.96,89.68,0.57,171294.6148
527,124802.108,550.0,2,557.55,46.88,19.87,2.11,94.17,1.19,67341.7875
528,283028.7124,550.0,2,331.56,23.64,73.67,43.44,88.2,1.97,164503.459
529,264914.0796,674.64,1,730.15,13.36,6.17,12.54,94.65,1.42,164525.719
530,481902.0478,1411.64,3,247.03,21.64,65.61,23.17,93.73,1.4,360131.5249
531,412837.757,1439.53,2,153.92,17.84,0.24,43.05,99.29,1.61,255300.5171
532,560377.0145,2033.79,3,123.13,67.68,94.09,29.1,93.92,1.12,691878.2254
533,368004.9107,1326.19,2,444.04,47.6,35.46,34.6,96.21,1.76,226995.3003
534,93232.90803,550.0,4,761.09,39.02,0.13,10.68,91.86,1.35,3297.468349
535,256709.7659,1056.18,3,439.76,54.6,78.53,13.4,91.38,0.93,476420.1128
536,314630.9598,1937.42,1,569.13,28.92,40.53,10.55,89.85,1.45,261793.2825
537,494888.9838,1420.14,2,715.21,19.59,39.42,7.53,88.62,0.84,319776.0327
538,564217.122,1968.46,2,159.66,18.22,39.59,1.63,90.84,1.7,638749.4767
539,165809.6323,854.64,2,411.4,45.77,77.16,12.73,88.76,1.29,51243.43901
540,125547.0981,697.91,2,485.98,1.36,40.3,25.53,93.92,1.44,54628.70202
541,289804.9546,913.84,1,919.24,6.08,94.23,20.77,96.85,1.74,312343.702
542,200664.6325,914.69,1,423.72,56.66,35.24,15.57,98.19,1.34,110871.7187
543,91763.35075,576.91,2,501.05,10.54,84.42,1.24,95.24,1.7,5319.097922
544,311591.5511,1168.93,3,143.66,24.84,39.15,7.6,91.26,1.43,392481.5865
545,181429.723,767.75,2,457.76,11.5,64.96,35.85,91.44,1.32,123157.6374
546,402488.8464,1017.6,4,1050.06,27.09,16.16,21.63,95.73,1.31,408901.8994
547,281180.6138,1099.56,2,432.09,31.18,77.51,16.49,92.35,1.5,343415.2069
548,390743.2922,901.73,1,110.39,33.46,88.29,2.77,91.8,1.39,289142.1729
549,380733.0623,872.78,2,351.0,29.3,25.18,0.53,85.19,1.69,220569.3106
550,173076.6515,793.9,2,254.51,83.35,72.56,24.11,88.65,1.19,189652.6337
551,244027.2836,611.52,1,217.89,52.44,56.5,2.83,94.05,1.39,183593.3034
552,500296.9494,1221.08,1,866.35,8.31,13.18,8.4,92.22,1.03,345177.651
553,220926.562,1589.48,2,257.65,23.97,54.52,21.3,86.59,1.47,364946.8022
554,134583.2515,550.0,1,715.05,6.03,36.97,34.52,97.55,1.57,54874.10554
555,397043.65,933.54,3,403.69,52.34,73.09,13.36,93.01,1.8,224043.0615
556,414012.7775,1522.53,2,470.29,7.08,28.2,11.06,93.24,1.74,313783.1701
557,144240.8553,550.0,2,544.76,14.29,71.68,3.25,87.11,1.74,75699.56691
558,491132.4585,2072.28,3,91.17,31.63,46.4,17.3,94.3,1.23,806186.8306
560,458236.3894,648.6,4,472.46,2.51,13.41,9.28,98.65,1.75,372224.9634
561,290743.0373,635.71,1,212.83,44.46,109.18,36.72,90.99,1.42,352090.5992
562,597585.9219,1982.9,3,1014.98,8.82,44.28,14.88,93.96,1.52,517323.7383
563,298228.7665,1306.61,2,585.89,43.38,16.07,4.52,94.53,1.44,389872.3669
564,207249.2201,779.94,1,66.42,34.3,12.91,1.4,90.36,1.62,210763.0227
565,415701.1553,1312.22,1,31.51,23.51,1.64,1.14,85.09,1.69,360616.4683
566,612273.691,1687.73,3,760.11,22.96,44.3,12.25,95.58,1.24,503492.2847
567,506388.8471,801.77,2,135.67,36.55,55.26,20.33,91.46,0.98,428494.8875
568,322181.3029,934.62,3,383.98,23.99,41.69,32.8,91.7,1.25,186817.9744
569,152273.9906,1520.66,1,390.41,23.12,79.46,18.0,99.9,0.89,127095.5939
570,280091.384,560.6,2,821.94,42.25,19.79,29.68,91.57,1.38,370939.2702
571,502926.1317,1236.81,2,345.24,21.12,22.59,4.15,98.54,0.61,396093.1259
572,373177.5445,583.03,1,432.66,50.65,17.21,27.51,84.22,1.03,305478.7468
573,418979.6667,1720.27,2,575.18,52.25,85.34,29.53,94.79,2.3,270976.2752
574,303146.052,863.99,2,578.21,44.02,58.04,1.91,99.78,1.77,290199.094
575,345974.6345,1401.23,3,39.45,13.1,43.15,7.32,93.27,1.33,545975.6491
576,469454.3563,1191.4,3,749.31,33.34,91.45,15.38,99.29,1.09,604581.5344
577,276584.3605,550.0,2,315.89,25.03,79.71,12.57,93.73,1.75,293829.5694
578,330090.5606,550.0,4,337.9,60.47,69.62,16.41,91.81,1.62,303008.2914
579,236938.4329,586.15,3,286.79,29.18,82.53,26.67,95.49,1.87,138297.108
580,167546.7668,826.35,1,667.2,13.62,52.03,9.4,91.92,0.42,160419.296
581,125238.514,550.0,1,229.63,23.94,60.06,14.81,95.89,2.18,23066.99327
582,299140.8378,1821.84,1,398.52,26.83,0.98,14.09,93.33,2.26,225393.1055
583,273784.2413,788.46,2,552.26,15.75,71.52,21.6,96.97,2.35,181671.4879
584,398689.505,1199.68,1,409.66,22.86,19.19,29.88,94.42,1.42,332201.6037
585,237290.0276,764.52,5,386.47,31.95,0.38,11.08,89.11,0.39,508015.2438
586,373445.2218,1182.99,2,548.96,43.67,26.76,4.49,96.36,1.39,228509.0391
587,304780.9044,676.94,3,504.16,6.87,24.54,15.51,99.2,1.79,362188.5474
588,571365.9853,1476.04,3,393.1,68.22,29.88,15.71,82.16,1.46,540612.616
589,554802.8735,1184.97,1,48.27,19.39,13.58,6.09,90.72,1.41,466128.1403
590,417295.1059,1597.38,3,376.09,24.5,15.7,5.79,99.9,2.39,455420.9381
591,286637.342,1592.82,2,741.86,62.74,50.99,0.53,91.67,2.03,328393.3614
592,276251.1461,1266.86,1,420.43,4.4,15.76,30.19,98.21,1.3,295327.6615
593,223963.9275,1094.72,1,798.38,27.04,36.74,28.39,87.25,1.86,172156.4107
594,155163.1578,737.43,1,564.54,47.35,74.01,12.82,98.03,2.04,102286.3488
595,259399.4915,1441.96,1,725.81,16.34,22.21,32.42,98.6,1.32,403164.9256
596,249815.1871,1592.1,2,134.74,55.69,14.77,12.04,92.38,1.86,234709.9372
597,237640.116,1307.13,1,912.24,20.24,25.13,28.09,97.55,0.57,284459.3979
598,232133.557,932.66,2,817.34,16.89,23.4,8.4,99.9,1.5,173972.1023
599,163575.4804,550.0,1,575.64,3.97,97.6,1.45,91.73,1.88,105898.7758
600,477183.1747,1701.34,1,798.06,57.15,36.11,5.43,89.93,0.01,323495.5492
601,454144.7834,1367.63,3,44.28,41.83,18.4,7.33,94.34,1.12,384581.9658
602,165863.1355,1226.59,2,900.44,5.32,12.87,20.06,98.24,1.0,130453.5625
603,262495.0027,550.0,4,651.3,39.67,41.28,21.35,86.98,1.41,265818.8894
604,165566.0579,550.0,2,649.67,9.63,114.35,27.58,98.08,0.94,63368.91918
605,145540.6955,859.02,1,471.27,41.98,44.95,17.82,99.9,0.8,108906.1765
606,443378.8118,1011.04,4,409.82,21.48,12.28,9.58,99.9,1.51,630587.0524
607,115076.6196,992.46,1,358.12,51.91,43.37,32.8,90.97,2.17,31387.24972
608,348991.4784,1398.64,1,117.0,24.14,48.19,4.22,88.66,1.39,374371.9442
609,139014.6639,1135.53,1,638.61,39.12,21.53,28.42,93.83,1.13,90044.63194
610,171463.446,1315.31,1,776.44,10.45,70.14,31.28,94.3,2.05,200336.4998
611,620881.7003,1394.65,3,565.49,20.49,14.81,10.93,94.53,1.11,525115.1613
612,315102.2944,1309.65,2,707.09,6.07,21.14,6.97,99.47,2.08,393837.673
613,503314.3608,1899.3,2,447.03,22.73,8.82,2.19,94.57,1.11,654222.9907
614,205880.9663,1016.62,1,540.36,22.6,101.67,17.39,99.9,2.7,148042.7408
615,185176.1107,866.59,1,443.86,38.24,20.68,8.41,90.22,0.86,212913.9279
616,168989.7578,584.62,1,76.98,8.62,28.67,29.77,90.09,1.45,114024.451
617,137458.5869,550.0,1,223.64,23.82,40.43,33.79,96.8,2.18,69469.4376
618,330576.3618,1247.11,4,621.73,29.86,43.38,7.91,99.9,0.99,362901.4215
619,733103.4288,1377.9,4,758.06,43.93,12.29,2.26,88.53,0.84,614291.1487
620,463435.9881,1742.26,3,691.85,12.64,54.45,9.81,92.47,1.01,374789.3545
621,189735.9028,958.81,1,912.69,32.08,37.9,12.61,83.23,1.36,140400.8381
622,111529.805,1262.83,1,708.0,46.48,86.7,21.21,92.59,1.87,15959.44115
624,432711.3006,949.39,2,252.68,24.21,59.5,5.16,99.9,0.84,462808.9501
625,325830.4139,1076.83,1,353.65,24.86,12.32,6.14,96.55,1.39,167238.5035
626,262871.0421,1593.51,2,824.79,25.46,35.77,3.94,87.13,2.13,207076.1073
627,330395.2954,761.51,2,612.64,36.04,11.8,6.25,81.41,1.41,302634.167
628,318574.8172,1109.14,2,358.51,51.45,50.34,52.61,92.33,1.89,177877.3161
629,188491.6851,1008.1,2,764.26,21.14,86.49,35.36,92.08,2.51,144078.848
630,275313.1724,1590.06,1,422.69,19.03,6.35,3.05,86.64,0.3,336966.6752
631,408287.9462,901.82,2,592.31,28.72,105.35,4.34,92.18,1.74,534823.9978
632,431107.0448,723.29,3,569.25,34.91,9.74,18.55,93.9,0.99,252655.463
633,226594.365,1318.79,1,404.84,11.63,18.18,3.59,99.9,1.71,127906.5423
634,255145.0835,967.51,2,204.59,22.47,0.53,20.39,98.13,2.35,119207.6603
635,455238.6954,1448.19,3,959.64,24.53,45.9,4.28,91.38,2.41,370702.5552
636,417832.9095,1127.89,3,511.23,56.71,60.94,21.87,91.94,1.15,325309.6099
